title,dateTime
5 transgender women who shared their beautiful transition stories to inspire others,October 12 2017
British transgender woman gets asylum in New Zealand because of persecution in the UK,October 12 2017
Prince Harry calls transgender children’s charity Mermaids ‘amazing’ at Buckingham Palace event,October 11 2017
Popular YouTuber surprises fans by coming out as transgender,October 11 2017
Uruguay has appointed its first transgender senator,October 11 2017
Prime Minister Theresa May: I ‘recognise concerns’ about transgender children,October 11 2017
"Prince William, Kate Middleton and Prince Harry to meet head of charity for transgender children",October 10 2017
Greece now allows transgender children to attain legal recognition,October 10 2017
India now has its first ever transgender police officer,October 10 2017
Transgender Indian naval officer fired for getting gender reassignment surgery,October 10 2017
This woman has become the first openly transgender person in Nepal to get married,October 9 2017
The Sunday Times mocks transgender people with offensive ‘birds and bees’ cartoon,October 9 2017
Transgender teen kicked out of Christian school crowned Homecoming King by new school,October 9 2017
Transgender model Munroe Bergdorf hits out at ‘racist’ Dove advert,October 9 2017
The Pope claims accepting transgender people will make everyone infertile,October 6 2017
Germaine Greer attacks Cambridge University college for welcoming transgender students,October 5 2017
Trump administration fights back against lawsuit over transgender military ban,October 5 2017
Trump administration says it’s legal to discriminate against transgender workers,October 5 2017
Transgender man wins landmark 10-year-long legal battle for recognition from Botswana,October 5 2017
Women-only Cambridge University college makes historic change to allow transgender students,October 4 2017
University in Pakistan offers free education for transgender students,October 4 2017
Seven teenagers suspended for vicious school attack on transgender teenager,October 4 2017
Tom Petty used his final tour to show support for the transgender community,October 3 2017
UK Church welcomes transgender non-binary pastor,October 2 2017
Transgender teen goes viral with epic retort to transphobe,September 28 2017
LGBT Conservatives: The government is right to change transgender rules,September 28 2017
Transgender candidate faces vile slurs from her Republican opponent,September 27 2017
Gruesome murder of transgender 17-year-old ‘not a hate crime’,September 27 2017
Murdered transgender teen had her genitals mutilated before she was set on fire,September 26 2017
Transgender ‘power couple’ announces engagement and plans to start a family,September 26 2017
Top US General contradicts Trump over transgender military ban,September 26 2017
Transparent features transgender full-frontal nude scene,September 25 2017
The new Chechnya? 100 gay and transgender people reportedly arrested and tortured in Azerbaijan,September 22 2017
Uneducated doctors are ‘killing the transgender community’,September 21 2017
Trump’s judicial nominee said transgender children are ‘Satan’s plan’,September 20 2017
Chance the Rapper trashes Trump transgender ban in Emmys musical number,September 19 2017
Senator John McCain backs fresh effort to block Trump transgender ban,September 19 2017
This transgender actress could be the first to win an Oscar,September 15 2017
World-famous model Teddy Quinlivan comes out as transgender to fight Donald Trump’s policies,September 14 2017
This pre-op transgender man’s shirtless Instagram photos have gone viral,September 14 2017
Court urged to immediately halt Trump transgender ban,September 14 2017
Transgender model Munroe Bergdorf to be the new face of Illamasqua after L’Oreal row,September 13 2017
Transgender woman gets revolutionary new vaginal surgery she helped to create,September 13 2017
Laverne Cox speaks out about the struggle of transgender prisoners,September 11 2017
BBC invites anti-transgender parents on Today programme,September 11 2017
Miss USA just welcomed its first ever openly transgender beauty queen,September 11 2017
Eddie Izzard could ‘give up comedy’ to become first transgender MP,September 11 2017
This Christian group is helping transgender people pay for ‘life-saving’ surgery,September 11 2017
‘You’re going to have to hold it’: How this transgender six-year-old fought to use her school’s bathrooms,September 8 2017
The Mail’s coverage of a transgender rapist is predictably horrifying,September 8 2017
South Park video game ‘more difficult’ if you pick a transgender character,September 8 2017
Transgender woman selling her virginity to pay for gender reassignment surgery,September 7 2017
Swarms of mothers attack supermarket for selling transgender children’s book,September 5 2017
Transgender man stabbed to death is the 19th killed in the US this year,September 5 2017
Mothers attack supermarket for selling David Walliams’ ‘transgender’ children’s book,September 5 2017
Donald Trump supporter charged with assaulting transgender protester,September 5 2017
School fights back after referring to dead transgender boy as a girl,September 4 2017
Two transgender women allegedly gang-raped while two others are brutally beaten,September 4 2017
"No, Defense Secretary James Mattis is not trying to stop Donald Trump’s transgender troop ban",September 1 2017
L’Oréal fires barrier-breaking transgender model who said all white people are racist,September 1 2017
Meet India’s first ever transgender beauty queen,August 31 2017
Transgender model becomes face of L’Oréal,August 31 2017
Transgender person shot dead as armed gang open fire in Pakistan,August 31 2017
How can Donald Trump’s transgender military ban be stopped?,August 31 2017
Catholic school allows transgender pupils to choose their own uniforms,August 30 2017
Donald Trump’s inhumane transgender military ban has been stopped in its tracks,August 30 2017
Trump calls Chelsea Manning ‘he’ in attack on transgender soldier,August 29 2017
Anti-LGBT group asks supporters to email McDonalds about ‘transgender marriage’,August 29 2017
Transgender Indian couple get death threats after their engagement announcement goes viral,August 29 2017
Transgender troops slam Donald Trump’s military ban at VMAs,August 28 2017
Caitlyn Jenner attacked by transgender activist as ‘a f***ing fraud’ for supporting Donald Trump,August 28 2017
Fifth Harmony’s Lauren Jauregui tears into Donald Trump following his transgender ban and Charlottesville,August 28 2017
Pregnant transgender man plans to raise genderless child with two mothers,August 25 2017
Transgender school lesson for 5-year-olds sparks parent backlash,August 25 2017
You have to read Iraq war hero Tammy Duckworth’s powerful takedown of Trump transgender ban,August 25 2017
Donald Trump officially instructs Pentagon to indefinitely ban transgender troops,August 25 2017
Donald Trump’s White House ready to brief Pentagon on enforcing transgender troops ban,August 24 2017
Several people injured after car drives into transgender rights rally,August 24 2017
This transgender woman and her earring-wearing friend have been imprisoned for cross-dressing,August 24 2017
Military veterans label Donanld Trump’s transgender ban an ’embrace of hate’,August 24 2017
MTV hits back at Donald Trump by inviting transgender troops to the Video Music Awards,August 24 2017
Finally! Finland to debate forced sterilisation laws for transgender people,August 23 2017
Splatoon 2 flooded with ‘amazing’ messages of support for transgender and non-binary players,August 23 2017
Transgender teen study reveals shocking substance abuse statistics,August 21 2017
Former Australian leader claims equal marriage is ‘TRANSGENDER marriage’ and urges vote against,August 21 2017
17th recorded transgender person shot to death in the US,August 17 2017
It will cost the US military 114 times more to ban transgender soldiers than to keep them,August 14 2017
Personal trainer gave former transgender client 10 minutes to escape as he choked and punched her,August 14 2017
The US Department of Justice is evaluating rules for transgender prisoners,August 13 2017
US Navy secretary hints at opposition to transgender military ban,August 11 2017
President Trump: I’m doing the military a favour by banning transgender troops,August 10 2017
People are revealing when they first knew they were transgender,August 10 2017
War with North Korea might derail Trump’s transgender troop ban,August 10 2017
Five active-duty transgender soldiers are suing Trump over military ban,August 9 2017
UKIP leadership candidate vows to oppose ‘militant transgender activism’,August 7 2017
Walmart illegally discriminated against transgender employee,August 7 2017
One of the largest LGBT+ legal nonprofit organisations will sue Trump over transgender military ban,August 6 2017
Donald Trump becomes most unpopular president ever after transgender ban tweet,August 3 2017
Exclusive: Transgender firefighter says union official’s transphobic remarks ‘incited hate’,August 3 2017
19 Kids and Counting star attacks transgender 16-year-old girl,August 3 2017
Poll finds military families oppose ban on transgender troops,August 3 2017
Bandcamp is donating its daily profits to fight Donald Trump’s transgender ban,August 2 2017
Kesha and George Takei team up for transgender equality,August 1 2017
Trump praised for ‘draining the swamp’ of transgender people,August 1 2017
56 retired Generals and Admirals speak out against Trump’s transgender ban,August 1 2017
This Christian transgender 10-year-old on Good Morning Britain revelled in Piers Morgan’s absence,July 31 2017
Tory MP calls transgender women ‘he/she’ and says they should use men’s bathrooms,July 31 2017
"Rick Perry, who wanted to ban gays from the military, thrilled with transgender ban",July 31 2017
Transgender people face record high attacks by children in Scotland,July 30 2017
This incredible musical number by James Corden tackles Trump’s transgender military ban,July 29 2017
Liam Payne posts passionate defence of LGBT people after Donald Trump transgender ban,July 28 2017
White House admits Trump hasn’t ‘worked out’ details of transgender ban,July 28 2017
Creator of the transgender flag and navy veteran responds to Donald Trump’s ban,July 28 2017
Transgender comedian hilariously demolishes Donald Trump’s trans military ban,July 28 2017
Gay Republican refuses to serve under Trump after transgender ban,July 28 2017
Transgender airman: ‘I would like to see them try to kick me out of my military’,July 28 2017
James Corden takes apart Donald Trump’s transgender military ban,July 27 2017
First out transgender soldier speaks out against ‘war-dodger’ Trump,July 27 2017
JK Rowling takes on Donald Trump after he bans transgender people from the military,July 27 2017
Lib Dem leader Sir Vince Cable: Donald Trump’s transgender ban should shake us out of complacency,July 27 2017
Nigel Farage insists that Donald Trump ‘has a point’ about transgender people,July 27 2017
Highest-ranking US military officer says no change on transgender policy – for now,July 27 2017
Texas Senate passes anti-transgender bathroom bill,July 26 2017
Donald Trump bans transgender people from serving in the military,July 26 2017
ACLU planning to take on Trump transgender military ban,July 26 2017
John McCain: There is ‘no reason’ for Trump’s transgender military ban,July 26 2017
"Transgender people have a mental illness like anorexia, say Conservative activists",July 25 2017
Chris Christie signs transgender rights bills into law,July 24 2017
Tories to update transgender laws following calls from Jeremy Corbyn,July 22 2017
Schools to begin rolling out ‘transgender toolkit’ guide to support students,July 21 2017
John Barrowman turns up to Comic Con in a tutu and calls himself the ‘transgender TARDIS’,July 21 2017
"Transgender Labour candidate: I’m living without legal gender recognition, the system needs reform",July 20 2017
School in rural Wales crowns 16-year-old transgender girl prom queen,July 19 2017
This transgender woman’s selfie with the anti-trans Texas governor has gone viral,July 19 2017
Duncan James opens up about starring in ‘powerful’ transgender film,July 18 2017
Why is there no transgender emoji?,July 17 2017
Congressman compares transgender troops to castrated slaves,July 15 2017
Salvation Army rehab centre faces charges for rejecting vulnerable transgender people,July 14 2017
Transgender woman ‘faces discrimination’ at Victoria’s Secret store,July 13 2017
54 transgender men have given birth in Australia this year,July 12 2017
TV host goes on vile rant about transgender people,July 11 2017
Two transgender men have given birth for the first time in Britain,July 10 2017
An insider’s guide to being transgender in prison,July 10 2017
Tour de France hero comes out as transgender woman,July 7 2017
Glee star who came out as transgender speaks for the first time,July 5 2017
"Transgender woman who was found hanged to death ‘hid problems from everyone’, says heartbroken mum",July 5 2017
Transgender student forced to strip in hazing ceremony,July 4 2017
Do transgender women need breast cancer screenings?,July 4 2017
A Republican congresswoman just compared transgender military personnel to ISIS,July 3 2017
First openly transgender armed forces officer Caroline Paige celebrated in stunning photograph,July 3 2017
Donald Trump appoints anti-transgender activist Bethany Kozma to ’empower women’,July 3 2017
Seven detained at banned Istanbul transgender Pride event,July 2 2017
Naked Attraction praised for featuring naked transgender people,June 30 2017
This amazing new transgender toy will help teach kids and parents about gender identity,June 30 2017
Gotham actor Donal Logue’s transgender daughter goes missing in New York,June 29 2017
"Nearly half of transgender schoolchildren have attempted suicide, figures show",June 27 2017
First transgender fire fighter leads New York LGBT Pride parade,June 26 2017
Italy just got its first transgender gondolier,June 23 2017
Movie and TV stars tell Hollywood: stop getting cisgender actors for transgender parts,June 20 2017
Transgender woman makes history by becoming first to represent Iceland,June 19 2017
Rainbow and transgender flag crossing vandalised twice in one week,June 16 2017
Transgender woman suing McDonald’s for sexual harassment ‘contemplated suicide’,June 16 2017
Win tickets for groundbreaking transgender play Rotterdam,June 15 2017
This state’s first transgender candidate is taking on an incredibly anti-LGBT Republican,June 15 2017
First look at Matt Bomer as a transgender sex worker in controversial film,June 14 2017
Former Republican leader calls for ban on Pride and transgender soldiers,June 13 2017
United Methodist Church – one of the largest in the US – appoints a transgender deacon,June 8 2017
Transparent star Jay Duplass says on-screen transgender romance ‘changed his world’,June 8 2017
PinkNews reader identifies women who publicly attacked transgender man in front of their kids,June 7 2017
Laverne Cox speaks out against people who don’t see transgender women as real women,June 6 2017
"Two mothers abuse transgender man on London train, then demand their kids join in",June 5 2017
Transgender cadets at military academies told they can graduate but not serve,June 3 2017
US military could block Obama’s decision to allow transgender soldiers,June 2 2017
Oregon governor Kate Brown signs transgender equality bill,June 2 2017
New Netflix documentary about life and death of iconic transgender activist Marsha P Johnson,June 2 2017
Federal court destroys school’s argument for stopping transgender student using boys’ bathroom,May 31 2017
"Tennis legend insists sexual abuse makes you gay, claims transgender children are Satanic",May 31 2017
Prime Minister responds to call for gender-neutral uniforms by labelling them ‘transgender’,May 29 2017
Mother who sued her transgender daughter to stop transition loses lawsuit,May 28 2017
Republican claims state will balance budget by cutting transgender care,May 28 2017
Transgender surgical procedures ‘rise by nearly 20 percent’,May 24 2017
Pilot charged for removing transgender woman’s testicles,May 23 2017
Chechnya’s ‘first transgender woman’ opens up about her escape,May 22 2017
Transgender people could serve in the US army as soon as July,May 22 2017
Man arrested for removing transgender woman’s genitalia with army surgical kit,May 21 2017
Transgender people and support groups face vicious coordinated online attack,May 20 2017
Hallmark is now offering transgender people cards to celebrate their transition,May 17 2017
Transgender whistleblower Chelsea Manning freed from prison,May 17 2017
This chef killed and dismembered his transgender wife before cooking her in a broth,May 16 2017
First killer charged on federal hate crimes for transgender murder gets 49 years in prison,May 16 2017
Transgender women hired by government-owned Indian rail for the first time,May 16 2017
Man who killed transgender girlfriend with a hammer is first to be sentenced for hate crime,May 15 2017
Transgender woman makes history as the first trans police chief in Latin America,May 12 2017
Kim Kardashian and Caitlyn Jenner not speaking after transgender star insulted Kris Jenner,May 11 2017
Transgender star Caitlyn Jenner says Bruce Jenner ‘still lives inside’,May 10 2017
Major LGBT Foundation review says media representation damages transgender wellbeing,May 9 2017
Survivor’s transgender star Zeke Smith opens up about the “terror” of coming out,May 5 2017
Transgender women banned from tournament and told: ‘no males allowed’,May 5 2017
Pastor claims public schools turn kids into ‘transgender communists’,May 3 2017
Caitlyn Jenner considered suicide before coming out as transgender,April 25 2017
South African TV soap introduces transgender character,April 20 2017
"Will & Grace revival will include transgender issues, Debra Messing hints",April 19 2017
This transgender dancer is chasing her ballerina dream,April 17 2017
‘Survivor’ contestant Zeke Smith comes out as transgender after being outed,April 13 2017
First ever Olivier award for a transgender themed play,April 10 2017
Michele Bachmann: God intervened in the election so Trump could stop transgender rights,April 7 2017
Rupaul’s Drag Race star Gia Gunn comes out as transgender,April 2 2017
Rachel Dolezal says transgender people face less prejudice than she does as ‘transracial’,April 2 2017
Transgender kids under 16 could change their legal gender under radical Irish proposals,March 31 2017
Republicans got a journalist fired for accurately reporting lawmaker’s anti-transgender comments,March 30 2017
Stephanie Hirst will be the voice of Channel 4 to mark International Transgender Day of Visibility,March 29 2017
WWII veteran comes out as transgender aged 90: ‘I’ve known since I was 3’,March 29 2017
Discussion: How can businesses best serve transgender people?,March 28 2017
Better locker rooms: It’s not just a transgender thing,March 28 2017
"Rachel Dolezal, who claims she is black, under fire for comparing herself to transgender people",March 28 2017
Transgender activists in Guyana are fighting against archaic laws,March 26 2017
Man charged with hate crime after beating two transgender women,March 19 2017
Joe Biden tears into Trump over attacks on transgender children,March 16 2017
Texas Senate passes draconian transgender bathroom bill after scaremongering campaign,March 15 2017
Two men cleared by police after transgender performer shot and killed in New Orleans,March 9 2017
Supreme Court halts key transgender case after Trump anti-trans policy,March 6 2017
BBC issues ‘impartiality warning’ to Woman’s Hour host over transgender row,March 6 2017
Transgender Boy Scout awarded 18k and formal apology after being kicked out of troop,March 4 2017
Police locate persons of interest after transgender performer shot and killed in New Orleans,March 3 2017
"‘Leave them be’, urges mother of murdered transgender woman",March 2 2017
The next Olympics are going to have transgender friendly toilets,March 1 2017
Four transgender black women have been killed this week,March 1 2017
Transgender teenager Mack Beggs wins Texas wrestling title,February 26 2017
Transgender performer shot and killed in New Orleans,February 26 2017
Transgender woman shot and killed in Chicago,February 25 2017
Former equalities minister to challenge law on transgender name changes,February 24 2017
Transgender boy forced to wrestle in girls’ tournament thanks to dumb Texas rules,February 24 2017
Apple takes stand against Trump on transgender rights,February 23 2017
Trump administration officially reverses Obama’s transgender bathroom protections,February 23 2017
Prisoner ‘placed in indefinite isolation’ because she is transgender,February 22 2017
Trump ‘set to dismantle’ protections for transgender children,February 21 2017
Mormons fight for ‘right to discriminate’ against transgender children,February 20 2017
A parent has launched a lawsuit against the wrestling league because a transgender teen won,February 19 2017
Here is what transgender Americans have to fear if Obamacare is repealed,February 18 2017
WATCH: Larry Wilmore takes on Milo Yiannopoulos for his attack on transgender people,February 18 2017
The Philippines could be about to appoint its first transgender officer,February 16 2017
‘Hypocrite’ Trump axed transgender protections just days after claiming to support LGBT rights,February 13 2017
Right-wingers blame ‘transgender bathrooms’ for flood emergency in California,February 13 2017
Coronation Street actor was originally cast in transgender role as ‘a joke’,February 12 2017
This transgender police officer is teaming up with the NHS to help trans patients,February 12 2017
The US Department of Justice just rolled back protection for transgender students,February 12 2017
Jazz Jennings made into world’s first transgender doll,February 11 2017
Grammy Awards to include first ever transgender ‘trophy girl’,February 10 2017
Family arrested over ‘magic genie’ transgender penis scam,February 8 2017
This transgender woman is to be the first on Next Top Model,February 8 2017
Mike Huckabee ‘jokes’ about transgender man who was raped and murdered,February 6 2017
A majority of people in the transgender community in India are not voting in elections,February 5 2017
Boy Scouts of America allows transgender boys into its ranks,January 31 2017
Pakistan’s transgender community held a rare party with help from the police,January 28 2017
Sweden to stop classifying transgender people as ‘mentally ill’,January 28 2017
Feature: Transgender people in film and literature,January 27 2017
Obama used his last day in office to help transgender immigrants,January 26 2017
Controlling mother sues to block her estranged daughter getting transgender treatment,January 26 2017
Transgender people skip food and drink to avoid using public bathrooms,January 26 2017
Transgender woman funded transformation with thousands of donations from online fans,January 23 2017
Philadelphia police arrest man in attack on transgender woman,January 23 2017
Transgender children are now able to join the Girl Guides,January 22 2017
Chelsea Manning to lose transgender healthcare entitlement,January 19 2017
Whose Line Is It Anyway comic reveals he has transgender daughter,January 16 2017
Ivory Aquino who stars in ‘When We Rise’ comes out as transgender,January 15 2017
Study warns anti-transgender bill could cost San Antonio $234 million in lost sports games alone,January 14 2017
Canada’s correctional service reverses transgender inmate placement policy,January 14 2017
Jackie Evancho’s transgender sister won’t attend Trump inauguration performance,January 12 2017
Transgender beauty queen says men ‘spit’ on her when they learn she’s trans,January 12 2017
Prisons watchdog demands changes after deaths of transgender inmates,January 10 2017
Pakistan is set to include transgender community in census for first time,January 9 2017
Two-spirit transgender woman in South Dakota is the second victim of trans murder in 2017,January 8 2017
First transgender prisoner has gender reassignment surgery,January 7 2017
Transgender make-up artist shot dead,January 6 2017
Transgender woman dies in all-male prison despite new government ‘safeguards’,January 5 2017
"Most Americans don’t believe being transgender is natural, study finds",January 2 2017
Federal Judge blocks transgender people from Obamacare protections,January 1 2017
Daily Mail attacks transgender 15-year-old,December 29 2016
The National Women’s Hockey League has pledged to protect transgender players,December 28 2016
This transgender child convinced a whole country to change their laws,December 26 2016
This stunning plus-size transgender model is transforming fashion,December 23 2016
Man who beat transgender teen to death with a hammer gets first ever hate crime conviction,December 22 2016
Right-wing activists brand National Geographic editor a ‘child abuser’ over transgender cover,December 20 2016
"Transgender antiques expert to appear in Celebrity Big Brother, as The Sun misgenders the star",December 16 2016
Sailor pleads not guilty to murder of transgender nurse ‘who was stabbed 119 times’,December 16 2016
Huge survey paints a picture of transgender life in America,December 15 2016
America’s Got Talent star with a transgender sister is performing at Trump’s inauguration,December 15 2016
Netflix to release documentary about transgender girl in 190 countries,December 15 2016
Bob Geldof tells students to stop ‘banging on about transgender toilets’,December 15 2016
Daily Mail columnist says ‘powerful transgender lobby’ is threatening ‘normal children’,December 14 2016
Study finds 40% of transgender people have attempted suicide,December 11 2016
Majority of transgender Americans now avoid public bathrooms,December 8 2016
Man sentenced to 12 years for death of transgender woman in L.A.,December 3 2016
Pakistani government division calls for transgender rights to be reassessed in light of trans violence,December 3 2016
Trump’s latest Cabinet candidate called Orlando massacre a ‘distraction’ and mocked transgender ‘freaks’,November 30 2016
Man guilty of harassing transgender comic Eddie Izzard with abuse,November 28 2016
Transgender man shot five times leaving bar,November 28 2016
A transgender woman is petitioning Pakistan’s High Court to demand better human rights,November 26 2016
A transgender woman brutally attacked in Georgia has died,November 26 2016
Transgender Day of Remembrance held today to remember those killed by transphobic violence,November 20 2016
This transgender Marine is one of the first to come out under military’s new trans policy,November 20 2016
50% of transgender people face job rejection in Russia,November 20 2016
"Tinder introduces genderfluid, transgender-inclusive options",November 15 2016
Two transgender candidates defeated in groundbreaking congressional bids,November 9 2016
Transgender prisoners ‘should be allowed to express their gender’ behind bars,November 9 2016
Transgender veteran’s truck painted ‘Trump’ and set on fire,November 8 2016
The Government Equalities Office doesn’t know if it employs any transgender people,November 8 2016
Pro-Republican ad depicts little girl getting raped because of transgender equality,November 4 2016
BBC children’s chief defends transgender show after Tory MPs call for it to be censored,November 2 2016
Tory MP demands BBC censor transgender TV shows,October 31 2016
Caitlyn Jenner raised $1.3 million for transgender organisations with MAC Cosmetics,October 30 2016
Daily Mail outraged over informative transgender show for children,October 30 2016
US Supreme Court to hear challenge over transgender rights case,October 29 2016
Anti-LGBT Christians defending family who want to ‘cure’ their transgender son,October 24 2016
Lawyer who carries ‘anti-transgender gun’ is backing Trump despite sex abuse claims,October 24 2016
Trump campaign chair pushing anti-transgender ‘Women’s Privacy Act’,October 24 2016
Transgender woman found dead in Cleveland misgendered in early reports,October 15 2016
Transgender newsreader opens up about on-air comeback after taking time off to transition,October 14 2016
Massachusetts is putting transgender rights up for public vote,October 13 2016
NSPCC invites ‘anti-trans’ campaigner to debate transgender children,October 12 2016
Most health care professionals have no clue how to deal with transgender patients,October 11 2016
Indonesia’s first Muslim transgender boarding school forced to close,October 9 2016
Black transgender woman shot and killed in Alabama hotel room,October 8 2016
Warren Beatty: My transgender son is my hero,October 7 2016
One Million Moms attack ‘transgender’ H&M model… but she’s not actually trans,October 5 2016
Donald Trump slams ‘ridiculous’ transgender reforms in attack on ‘politically correct military’,October 3 2016
New transgender rights law takes effect today in Massachusetts,October 1 2016
Ofcom bans Harry Hill skit about ‘Victorian freak show’ transgender man,September 26 2016
Modern Family casts transgender child actor,September 26 2016
Transgender women refused entry at Hong Kong International Airport,September 24 2016
Transgender man sues Indiana over law blocking name change,September 24 2016
Football team welcomes first transgender player (VIDEO),September 21 2016
The first British female soldier to serve on the front line is transgender,September 17 2016
Police arrest man for murder of transgender woman Deeniquia Dodds,September 17 2016
Transgender man ‘stuck’ with girl’s name because his state won’t let him change it,September 16 2016
Transgender EastEnders star to leave soap,September 15 2016
Murdered transgender nurse was ‘stabbed 119 times’,September 15 2016
"Transgender actor Alexis Arquette dies, aged 47",September 11 2016
A transgender 4-year-old is transitioning before kindergarten,September 4 2016
Matt Bomer to play transgender sex worker in upcoming drama,August 31 2016
Transgender Tory politician says Labour opponent called her a man during meeting,August 26 2016
"Transgender teacher forced out of work, told to ‘think of the children’",August 25 2016
"A transgender prisoner failed to be recognised as a woman, now she has been found dead in a men’s prison",August 24 2016
Federal judge blocks Obama’s transgender rights order after Texas lawsuit,August 22 2016
"Being ‘transgender is like anorexia’, claim conservative lobby group",August 19 2016
EU court asked to decide British transgender pensions case,August 12 2016
Check out the trailer for Whoopi Goldberg’s transgender model TV show,August 11 2016
Transgender athlete stars in Nike’s new Olympics ad campaign,August 9 2016
‘Gingers Have Souls’ viral star comes out as transgender,August 3 2016
Katie Hopkins claims NHS shouldn’t fund transgender people’s ‘life choices’,August 1 2016
School promises to out transgender kids to their parents,July 29 2016
Transgender beauty queen’s burnt body found in suspected hate crime murder,July 27 2016
Government slammed for ‘lukewarm’ commitment to transgender reforms,July 22 2016
Parliament told to introduce gender-neutral toilets to ‘plan ahead’ for transgender MPs,July 21 2016
Indian Government approves law to protect and empower transgender people,July 20 2016
Transgender cop opens up about coming out to 1800 police officers,July 19 2016
Republican Ben Carson compares transgender people to racists,July 19 2016
Boarding schools given new guidance on accepting transgender students,July 17 2016
Republican Convention host city says transgender rights must be respected,July 14 2016
Meet the transgender pop band taking India by storm,July 12 2016
Transgender health services nearing crisis as clinics face 2800% surge in referrals,July 11 2016
Man glassed woman after discovering she was transgender during sex,July 7 2016
‘Gays for Trump’ campaign comes out against transgender rights,July 7 2016
Donald Trump says he now supports anti-transgender law in North Carolina,July 6 2016
Transgender Team GB athletes set to make history at Rio Olympics,July 4 2016
Study estimates that 1.4 million Americans identify as transgender,July 1 2016
US military lifts ban on transgender troops,June 30 2016
8-year-old trans girl raises enough to build Transgender House opposite Westboro Baptist Church,June 29 2016
Transgender ex-MEP Nikki Sinclaire in court over expenses fraud charges,June 27 2016
This proud transgender lesbian firefighter is here to douse the flames of bigotry,June 23 2016
Chris Mosier becomes the first transgender person to feature in ESPN’s Body Issue,June 22 2016
Pentagon to lift transgender military ban ‘within weeks’,June 22 2016
Hospital officials found guilty of negligence in transgender woman’s death,June 21 2016
Turkey president dined with transgender star after clashes at Istanbul pride,June 21 2016
Healthcare for global transgender population is not good enough,June 17 2016
Transgender woman attacked for refusing sex in Pakistan,June 15 2016
Dolly Parton has a perfect response to transgender bathroom bans,June 8 2016
"Ab Fab’s Patsy is transgender, reveals Joanna Lumley",June 6 2016
Selena Gomez will play North Carolina gig despite anti-transgender laws,June 6 2016
Conservative Rabbis embrace equality for transgender people,June 4 2016
President Obama: ‘I’m not the one making an issue of transgender bathrooms’,June 2 2016
‘Proud Catholic Arab’ is first to win first ever Israeli transgender beauty pageant,May 28 2016
Donald Trump reverses his ‘support’ for transgender rights,May 26 2016
Video game studio Valve hit with $3m transgender discrimination lawsuit,May 25 2016
Texas is suing Obama for supporting transgender rights,May 25 2016
Watch: Anti-LGBT Target protester gets demolished by a transgender shopper,May 24 2016
What is North Carolina’s bathroom bill? And other questions about the anti-transgender HB2,May 22 2016
Senior Vatican Cardinal warns ‘demonic’ transgender rights are causing the ‘death of God’,May 18 2016
Radio host insists Obamas murdered Joan Rivers for suggesting that Michelle is transgender,May 17 2016
Pastor Anne Graham: God let 9/11 happen because of transgender people in bathrooms,May 13 2016
Denmark will no longer treat ‘transgenderism’ as a mental illness,May 13 2016
Massachusetts set to increase protections for transgender people,May 12 2016
Transgender Labour candidate Emily Brothers bids for Sadiq Khan’s Parliamentary seat,May 10 2016
Labour Party’s first transgender councillor elected,May 10 2016
Government delays transgender rights review to consider ‘significant reforms’,May 9 2016
Transgender man gives birth to baby girl after surprise pregnancy,May 5 2016
Canada’s only transgender surgery clinic burnt in arson attack,May 4 2016
Man protesting Target transgender bathroom policy sparks ‘active shooter’ lockdown,May 4 2016
US Attorney General: Transgender rights are about fundamental fairness,May 2 2016
Pastor threatens to pee on the floor of his local Target to ‘protest’ transgender policy,April 29 2016
Angela Crawley: Scotland will become a beacon of progress on transgender rights,April 25 2016
Kim Davis lawyer ‘taking a gun to women’s toilet’ to scare off transgender ‘perverts’,April 25 2016
Target faces boycott from lots of people who don’t understand what transgender means,April 22 2016
How do transgender people change their speaking voice?,April 19 2016
Massachusetts to debate bill protecting the rights of transgender people,April 14 2016
Schools chief ‘hasn’t given one second of thought’ to transgender bathrooms policy,April 14 2016
This transgender singer has explained why she has decided to perform in North Carolina,April 14 2016
Powerpuff Girls features a ‘transgender horse’ who wants to be a unicorn,April 12 2016
"People are falling for ‘transgender bathroom’ scare stories, poll finds",April 8 2016
Why is America so angry about transgender people going to the toilet?,April 7 2016
‘Baldur’s Gate’ game studio flooded with abuse over new transgender character,April 7 2016
Calls for gender-neutral toilets for transgender pupils,April 5 2016
Church leader claims Nicola Sturgeon will ‘break’ Scotland’s children and make them all transgender,April 5 2016
Transgender woman to become the voice of Channel 4 today,March 31 2016
Transgender Day of Visibility: 15 things trans people are sick of hearing,March 31 2016
See how you can help build Transgender House next to this vile anti-LGBT church,March 31 2016
Caitlyn Jenner claims Republicans will do more for transgender rights than Hillary Clinton,March 7 2016
Transgender woman sentenced to eight years in male prison after raping teenager,March 4 2016
RuPaul explains the difference between drag queens and transgender people,March 2 2016
North Carolina city extend transgender rights,February 23 2016
Trans beauty queen was stripped of crown for ‘not being transgender enough’,February 19 2016
Play attacked by Bishops for featuring Jesus as a transgender woman,February 15 2016
Stephen Fry slams Twitter outrage mobs on everything ‘from transgender people to humanism’,February 15 2016
Rebel Wilson jokes about practicing ‘transgender face’ to win a BAFTA,February 14 2016
Transgender lesbian couple win damages after local council ‘sparks witch hunt’,February 10 2016
Germaine Greer wins an award for anti-transgender rants,February 3 2016
Spectator columnist claims MPs are trying to turn kids transgender,January 31 2016
Police under fire for referring to transgender murder victim as a ‘man’,January 30 2016
